freq,psd_x,psd_y,psd_z,psd_xyz
51.1,1.049e+03,1.403e+02,2.130e+05,2.142e+05
52.7,1.270e+03,1.975e+02,2.638e+05,2.653e+05
54.3,1.526e+03,2.315e+02,3.223e+05,3.241e+05
55.9,1.786e+03,2.219e+02,3.836e+05,3.856e+05
57.5,2.082e+03,3.012e+02,4.672e+05,4.696e+05
59.1,2.040e+03,5.113e+02,6.367e+05,6.393e+05
60.7,1.237e+03,8.159e+02,9.568e+05,9.588e+05
62.3,6.852e+02,1.172e+03,1.465e+06,1.466e+06
63.9,6.900e+02,2.534e+03,2.275e+06,2.279e+06
65.5,1.120e+03,7.633e+03,3.746e+06,3.755e+06
67.1,3.060e+03,1.809e+04,6.177e+06,6.198e+06
68.7,5.116e+03,3.121e+04,8.149e+06,8.185e+06
70.3,7.464e+03,3.710e+04,7.946e+06,7.990e+06
71.9,1.034e+04,3.516e+04,6.273e+06,6.319e+06
73.5,2.054e+04,3.219e+04,4.414e+06,4.467e+06
75.1,3.752e+04,3.964e+04,2.835e+06,2.912e+06
76.7,5.567e+04,6.831e+04,1.947e+06,2.071e+06
78.3,6.842e+04,8.972e+04,1.642e+06,1.800e+06
79.9,6.119e+04,9.012e+04,1.644e+06,1.796e+06
81.5,4.217e+04,8.216e+04,1.611e+06,1.736e+06
83.1,2.616e+04,7.077e+04,1.461e+06,1.558e+06
84.7,2.148e+04,6.559e+04,1.348e+06,1.435e+06
86.3,2.317e+04,5.926e+04,1.218e+06,1.301e+06
87.9,2.623e+04,4.947e+04,1.037e+06,1.112e+06
89.5,4.016e+04,3.733e+04,8.094e+05,8.869e+05
91.1,5.702e+04,2.873e+04,6.776e+05,7.633e+05
92.7,5.438e+04,3.204e+04,7.859e+05,8.723e+05
94.3,4.794e+04,4.047e+04,9.429e+05,1.031e+06
95.9,5.776e+04,4.830e+04,1.024e+06,1.130e+06
97.5,8.628e+04,5.602e+04,1.057e+06,1.199e+06
99.1,1.228e+05,6.241e+04,1.053e+06,1.238e+06
100.7,1.455e+05,6.879e+04,1.034e+06,1.248e+06
102.3,1.621e+05,7.709e+04,1.004e+06,1.243e+06
103.9,1.619e+05,8.492e+04,9.390e+05,1.186e+06
105.5,1.365e+05,9.443e+04,8.426e+05,1.074e+06
107.1,1.114e+05,1.313e+05,8.662e+05,1.109e+06
108.7,8.961e+04,2.090e+05,8.905e+05,1.189e+06
110.3,1.505e+05,2.644e+05,7.206e+05,1.136e+06
111.9,2.640e+05,2.122e+05,4.349e+05,9.111e+05
113.5,3.110e+05,1.357e+05,2.669e+05,7.136e+05
115.1,3.089e+05,8.189e+04,1.916e+05,5.823e+05
116.7,2.822e+05,4.974e+04,1.637e+05,4.957e+05
118.3,2.451e+05,3.029e+04,1.619e+05,4.372e+05
119.9,2.146e+05,1.743e+04,1.719e+05,4.040e+05
121.5,1.903e+05,9.903e+03,1.850e+05,3.852e+05
123.1,1.770e+05,6.243e+03,1.975e+05,3.808e+05
124.7,1.706e+05,4.810e+03,2.086e+05,3.840e+05
126.3,1.613e+05,4.273e+03,2.191e+05,3.847e+05
127.9,1.499e+05,4.444e+03,2.293e+05,3.836e+05
129.5,1.430e+05,5.583e+03,2.403e+05,3.889e+05
131.1,1.381e+05,7.269e+03,2.456e+05,3.910e+05
132.7,1.009e+05,7.839e+03,1.742e+05,2.830e+05
134.3,3.949e+04,6.349e+03,3.555e+04,8.138e+04
135.9,3.009e+04,5.490e+03,1.100e+04,4.658e+04
137.5,2.837e+04,4.099e+03,9.601e+03,4.207e+04
139.1,2.484e+04,3.702e+03,7.837e+03,3.638e+04
140.7,2.213e+04,3.628e+03,7.151e+03,3.291e+04
142.3,2.263e+04,2.811e+03,7.143e+03,3.259e+04
143.9,2.667e+04,2.985e+03,7.374e+03,3.703e+04
145.4,2.008e+04,4.650e+03,6.665e+03,3.140e+04
147.0,1.937e+04,5.443e+03,7.359e+03,3.217e+04
148.6,1.862e+04,5.135e+03,8.592e+03,3.235e+04
150.2,1.505e+04,6.601e+03,9.407e+03,3.106e+04
151.8,1.556e+04,6.060e+03,9.682e+03,3.130e+04
153.4,1.659e+04,4.903e+03,9.617e+03,3.111e+04
155.0,1.334e+04,4.545e+03,8.743e+03,2.663e+04
156.6,1.049e+04,5.786e+03,7.823e+03,2.409e+04
158.2,7.928e+03,7.389e+03,7.337e+03,2.265e+04
159.8,6.492e+03,6.117e+03,7.713e+03,2.032e+04
161.4,5.071e+03,3.553e+03,8.149e+03,1.677e+04
163.0,4.034e+03,3.573e+03,8.360e+03,1.597e+04
164.6,4.020e+03,4.914e+03,8.873e+03,1.781e+04
166.2,3.998e+03,4.810e+03,9.905e+03,1.871e+04
167.8,4.041e+03,3.723e+03,1.162e+04,1.938e+04
169.4,3.845e+03,2.489e+03,1.400e+04,2.033e+04
171.0,3.467e+03,1.571e+03,1.847e+04,2.351e+04
172.6,2.624e+03,1.231e+03,2.510e+04,2.896e+04
174.2,1.615e+03,1.812e+03,2.770e+04,3.113e+04
175.8,9.871e+02,3.252e+03,2.887e+04,3.311e+04
177.4,9.110e+02,4.746e+03,3.058e+04,3.624e+04
179.0,1.160e+03,6.842e+03,3.497e+04,4.297e+04
180.6,1.975e+03,9.782e+03,4.054e+04,5.230e+04
182.2,4.297e+03,1.237e+04,4.136e+04,5.802e+04
183.8,8.328e+03,1.259e+04,3.365e+04,5.457e+04
185.4,1.215e+04,1.058e+04,2.401e+04,4.674e+04
187.0,1.417e+04,8.029e+03,1.648e+04,3.868e+04
188.6,1.612e+04,6.292e+03,1.172e+04,3.412e+04
190.2,1.791e+04,5.149e+03,9.061e+03,3.212e+04
191.8,2.024e+04,4.722e+03,8.457e+03,3.342e+04
193.4,2.239e+04,4.840e+03,9.106e+03,3.633e+04
195.0,2.382e+04,5.070e+03,8.891e+03,3.778e+04
196.6,2.477e+04,4.635e+03,7.805e+03,3.721e+04
198.2,2.426e+04,3.408e+03,6.620e+03,3.429e+04
199.8,2.053e+04,2.209e+03,5.629e+03,2.837e+04
