freq,psd_x,psd_y,psd_z,psd_xyz
152.1,1.646e+04,1.408e+04,3.885e+02,3.092e+04
153.6,1.485e+04,2.305e+04,5.698e+02,3.847e+04
155.2,1.303e+04,3.851e+04,1.058e+03,5.260e+04
156.8,1.176e+04,4.530e+04,1.598e+03,5.866e+04
158.3,1.267e+04,4.387e+04,2.205e+03,5.874e+04
159.9,1.555e+04,4.128e+04,2.820e+03,5.966e+04
161.5,1.837e+04,3.635e+04,3.128e+03,5.785e+04
163.0,2.020e+04,3.052e+04,3.303e+03,5.402e+04
164.6,2.193e+04,2.426e+04,3.340e+03,4.954e+04
166.2,2.312e+04,1.854e+04,3.185e+03,4.485e+04
167.7,2.297e+04,1.483e+04,2.918e+03,4.072e+04
169.3,2.387e+04,1.304e+04,2.887e+03,3.979e+04
170.9,2.608e+04,1.256e+04,3.078e+03,4.171e+04
172.4,3.071e+04,1.345e+04,3.068e+03,4.723e+04
174.0,3.240e+04,1.410e+04,3.304e+03,4.981e+04
175.6,2.591e+04,1.224e+04,2.299e+03,4.045e+04
177.1,1.637e+04,9.298e+03,9.610e+02,2.663e+04
178.7,1.042e+04,6.418e+03,4.569e+02,1.730e+04
180.3,9.355e+03,4.003e+03,8.580e+02,1.422e+04
181.8,8.969e+03,2.778e+03,1.222e+03,1.297e+04
183.4,7.652e+03,3.077e+03,1.438e+03,1.217e+04
185.0,7.089e+03,4.750e+03,1.346e+03,1.318e+04
186.5,7.463e+03,5.306e+03,1.076e+03,1.385e+04
188.1,8.139e+03,4.608e+03,1.135e+03,1.388e+04
189.7,9.374e+03,3.676e+03,1.419e+03,1.447e+04
191.3,1.053e+04,2.597e+03,1.471e+03,1.460e+04
192.8,1.170e+04,1.775e+03,1.470e+03,1.494e+04
194.4,1.319e+04,1.491e+03,1.733e+03,1.641e+04
196.0,1.438e+04,1.534e+03,1.889e+03,1.780e+04
197.5,1.532e+04,1.582e+03,1.949e+03,1.885e+04
199.1,1.669e+04,1.783e+03,2.295e+03,2.077e+04
